"Name","CtrlIndex","Method","Class","Superclass","Parameters"
"ecdsaSign","0x447","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/channels/j, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/j>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""signText"":""String""}"
"setScreenMode","0x50a","< Application, Ln11/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ln11/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""screenMode"":""String""}"
"openWebViewUseFastLoad","0x2fc","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/bizvideochannel/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bizvideochannel/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""hexBackgroundColor"":""String"",""backMode"":""Int"",""previewMode"":""Int"",""url"":""String"",""openType"":""Int"",""GroupId"":""Int"",""pageOrientation"":""String"",""ExptCheckSum"":""String"",""halfScreen"":""Boolean"",""extData"":""String"",""ExptType"":""Int"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String""}"
"authorize","0x36","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/t1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"readCompressedFile","0x3a0","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"deleteUserAutoFillData","0xce","< Application, Lyr0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lyr0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""groupKey"":""String""}"
"enableLocationUpdate","0x154","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/l>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"phoneBindCardEntry","0x41a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/ca, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ca>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""package"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""signtype"":""String"",""noncestr"":""String"",""GroupId"":""Int"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""paysign"":""String"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""timestamp"":""String""}"
"setCurrentPaySpeech","0x27a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/offlinevoice/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/offlinevoice/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""tempFilePath"":""String"",""dialectPackId"":""String"",""md5Sum"":""String"",""isOnlyDownload"":""Boolean"",""version"":""String""}"
"vibrateLong","0xe7","< Application, Lmu0/q0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/q0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeXWebLivePlayer","0x233","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ldw0/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateRequestTask","0xf3","< Application, Lot0/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lot0/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""operationType"":""String"",""requestTaskId"":""String""}"
"openCard","0x3b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/p8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/p8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""cardList"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"operateSocketTask","0x15b","< Application, Lmt0/s, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmt0/s>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""data"":"""",""socketTaskId"":""String"",""operationType"":""String""}"
"redirectTo","0xd","< Application, Lzt0/d0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/d0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""singlePageData"":""JSONObject"",""url"":""String""}"
"makeBluetoothPair","0x32f","< Application, Lds0/p, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/p>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"enableSplashAdHotStart","0x4e5","< Application, Lcom/tencent/mm/plugin/appbrand/ad/jsapi/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""intervalThreshold"":""Long"",""isShow"":""Boolean""}"
"captureHTMLWebviewFullScreenshot","0x4fa","< Application, Lku0/q, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lku0/q>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getBluetoothAdapterState","0xaf","< Application, Lds0/k, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/k>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"openRealnameAuth","0x192","< Application, Lyr0/k0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lyr0/k0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"updateXWebLivePlayer","0x232","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ldw0/i>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateRecentUsageList","0x356","< Application, Lfu0/p, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lfu0/p>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getLastLocationCache","0x53e","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/y, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/y>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"queryDownloadTask","0x1b9","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/j1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/j1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""appIdArray"":""JSONArray"",""downloadId"":""Long"",""downloadIdArray"":""JSONArray""}"
"enableLocationUpdate","0x154","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/u>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"stopBluetoothDevicesDiscovery","0xb1","< Application, Lds0/k0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/k0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"setInnerAudioOption","0x1e1","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"readdir","0x178","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/j1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"showShareTimelineMenu","0x30b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/r0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/r0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"requestFacetoFacePayment","0x334","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""confirm_token"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"captureScreen","0xfa","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/f4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"updateCapsuleIcon","0x547","< Application, Lft0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lft0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""sessionBuffer"":""String"",""iconUrl"":""String"",""darkModeIconUrl"":""String""}"
"pauseDownloadTaskForNative","0x293","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/h1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/h1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""downloadId"":""Long""}"
"checkHandoffEnabled","0x38e","< Application, Lct0/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lct0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openChannelsLive","0x3c8","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/channels/m, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/r>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"login","0x34","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/q2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"hideShareMenu","0xcb","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openStickerSetView","0x4f4","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""productId"":""String""}"
"getLocation","0x25","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/f0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeMapMarkers","0x157","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/r1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""mapId"":""Int"",""markers"":""String""}"
"getMapScale","0xfffffffe","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/z>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""mapId"":""Int""}"
"requestMerchantTransfer","0x528","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/a1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/a1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"makePhoneCall","0x66","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/o7, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/o7>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""phoneNumber"":""String""}"
"showUpdatableMessageSubscribeButton","0x1d1","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/t0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/t0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""shareKey"":""String""}"
"getAvailableAudioSources","0x1d5","< Application, Lnv0/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lnv0/d>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"modifyFinderAccountNickname","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/finder/w, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/w>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"jumpRedPacketEnvelopeList","0x3dd","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/h6, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/h6>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""packetId"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"triggerBackgroundFetch","0x2ad","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/k, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/k>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"addDownloadTaskStraight","0x1b8","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/v, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/v>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""taskUrl"":""String"",""alternativeUrl"":""String"",""taskName"":""String"",""fileMd5"":""String"",""packageName"":""String"",""fileType"":""String"",""extInfo"":""String""}"
"removeMapLines","0x22b","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/q1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""mapId"":""Int"",""lines"":""String""}"
"translateMapMarker","0xc8","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/b2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"unlink","0x180","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/x1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeStorage","0x62","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/storage/b0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/z>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""key"":""String""}"
"getInstallState","0x1b7","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/e0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/e0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""packageNameArray"":""JSONArray"",""packageName"":""String""}"
"traceEvent","0x11b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/ad, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ad>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""args"":""String"",""phase"":""String"",""name"":""String"",""start"":""Long"",""end"":""Long"",""category"":""String"",""events"":""JSONArray""}"
"hideSplashScreenshot","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/d>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"navigateBackMiniProgram","0xfc","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/n, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""extraData"":""JSONObject"",""privateExtraData"":""JSONObject""}"
"notifyWCPayResult","0x485","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/x7, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/x7>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""timeStamp"":""String"",""bizEventKey"":""String""}"
"openADCanvas","0x1dc","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/d>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""canvasDynamicInfo"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"getWeAppProfileInfo","0x4ce","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/contact/e0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/e0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""username"":""String""}"
"startFacialEncryptionVerifyAndUploadVideo","0x4ee","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/j>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""checkAliveType"":""Int"",""requestVerifyPreInfo"":""String""}"
"clearStorage","0x12","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/storage/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getWeAppNewTipsInfo","0x487","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/d6, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/d6>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""pathKey"":""String""}"
"showToast","0x69","< Application, Lcu0/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcu0/x>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""image"":""String"",""title"":""String"",""mask"":""Boolean""}"
"loadPaySpeechDialectConfig","0x27b","< Application, Lwt0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lwt0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateXWebLivePlayerBackground","0x331","< Application, Ldw0/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ldw0/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getEncryptHKPasswd","0x51f","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"setKeepScreenOn","0xfffffffe","< Application, Lmu0/l0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/l0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"handleBrandPersonalCenterAction","0x4eb","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/biz/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/biz/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"fetchSendingAndFailProfileFeed","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/finder/j, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/j>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"minimizeGameLive","0x40a","< Application, Lat0/i, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lat0/i>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"releaseInferenceSession","0x445","< Application, Lxr0/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lxr0/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"requestSubscribeMessage","0x280","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/msgsubscription/s, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/msgsubscription/s>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"joinVoIPChat","0x204","< Application, Lyt0/h0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lyt0/d0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
