"Name","CtrlIndex","Method","Class","Superclass","Parameters"
"removeXWebLivePlayer","0x233","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ldw0/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""viewId"":""Int""}"
"enableAccelerometer","0x5c","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""enable"":""Boolean"",""interval"":""Int""}"
"stopNFCDiscovery","0x31a","< Application, Lst0/c0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lst0/c0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getEncryptHKPasswd","0x51f","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"setAppSnapshotStrategy","0x529","< Application, Lku0/u, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lku0/u>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""ignoreNative"":""Boolean"",""shortEdge"":""Int""}"
"requestFindPayPwdWay","0x4f3","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"chooseMultiMedia","0x225","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/media/n3, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/n3>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""poiName"":""String"",""SvrType"":""Int"",""latitude"":""Double"",""StartTime"":""Long"",""BucketSrc"":""Long"",""count"":""Int"",""pickAlbumType"":""Int"",""cameraType"":""JSONArray"",""GroupId"":""Int"",""locationRadius"":""Double"",""ExptCheckSum"":""String"",""sourceType"":""JSONArray"",""ExptType"":""Int"",""location"":""JSONObject"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""maxDuration"":""Int"",""longitude"":""Double""}"
"openAddress","0x3e","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/g8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/g8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"reportCanvasData","0x2b0","< Application, Ljr0/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ljr0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""eventInfo"":""String"",""viewId"":""Int""}"
"uploadWeRunData","0x143","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/id, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/id>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""step"":""Int""}"
"openWCPayLQTDetail","0x268","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/q9, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q9>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""auto_jump_charge_setting"":""Int"",""package"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""nonceStr"":""String"",""GroupId"":""Int"",""timeStamp"":""String"",""ExptCheckSum"":""String"",""paySign"":""String"",""ExptType"":""Int"",""show_open_toast"":""Int"",""signType"":""String"",""pay_channel"":""String"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String""}"
"getInferenceEnvInfo","0x49c","< Application, Lxr0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lxr0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"updateMultiPickerView","0x102","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/picker/a, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/f0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""current"":""Int"",""headerText"":""String"",""array"":""JSONArray"",""column"":""Int""}"
"openSetting","0xc0","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/b9, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/b9>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""GroupId"":""Int"",""ExptCheckSum"":""String"",""withSubscriptions"":""Boolean"",""ExptType"":""Int"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""username"":""String""}"
"getMusicPlayerState","0x2e","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"unzip","0x18a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/z1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"setVolume","0x216","< Application, Lmu0/p0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/p0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""value"":""Int""}"
"setMapLocMarkerIcon","0x3e1","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/x1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""mapId"":""Int"",""iconPath"":""String""}"
"updateShareMenuToDo","0x31e","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/w0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/w0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""toDoActivityId"":""String"",""isToDoMessage"":""Boolean""}"
"updateApp","0x167","< Application, Lqu0/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lqu0/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openCustomerServiceChat","0x410","< Application, Lws0/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lws0/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""rendererOptions"":""JSONObject"",""customButtonIconData"":""String"",""renderer"":""String"",""singlePage"":""JSONObject"",""enableFullScreen"":""Boolean"",""skyline"":""JSONObject"",""sdkVersionEnd"":""String"",""navigationBarFit"":""String"",""sdkVersionBegin"":""String"",""sendMessageHintTitle"":""String"",""scene"":""Int"",""extInfo"":""String"",""homeButton"":""Boolean"",""androidVersionEnd"":""String"",""navigationBarBackgroundColor"":""String"",""finder_context"":""String"",""navigationBarTitleText"":""String"",""showMessageCard"":""Boolean"",""backgroundColor"":""String"",""navigationStyle"":""String"",""resizable"":""Boolean"",""androidVersionBegin"":""String"",""enablePullDownRefresh"":""Boolean"",""backgroundTextStyle"":""String"",""disableABTest"":""Boolean"",""visualEffectInBackground"":""String"",""sendMessageImg"":""String"",""url"":""String"",""handleWebviewPreload"":""String"",""sendMessageTitle"":""String"",""hide"":""Boolean"",""navigationBarRightButton"":""JSONObject"",""pageOrientation"":""String"",""navigationBarBackgroundAlpha"":""Double"",""sendMessageParam"":""JSONObject"",""backgroundColorContent"":""String"",""disableSwipeBack"":""Boolean"",""navigationBarTextStyle"":""String"",""page"":""JSONObject"",""sendMessagePath"":""String"",""window"":""JSONObject""}"
"isSupportNFC","0x314","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/nfc/k, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/nfc/k>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"includeMapPoints","0x88","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/c0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""padding"":""String"",""latitude"":""String"",""mapId"":""Int"",""longitude"":""String"",""points"":""String""}"
"requestOfflineUserBindQuery","0x39d","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/b8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/b8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""timeStamp"":""String"",""package"":""String"",""paySign"":""String"",""signType"":""String"",""nonceStr"":""String""}"
"setScreenBrightness","0xe5","< Application, Lmu0/o0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/o0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"addMapCustomLayer","0x311","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""layerId"":""String"",""mapId"":""Int""}"
"removeSplashScreenshot","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/o, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/o>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeTextArea","0x77","< Application, Let0/k, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Let0/k>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateLocalServicesScan","0x211","< Application, Lmt0/r, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmt0/r>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""serviceType"":""String"",""action"":""String""}"
"highlightTitleForSinglePage","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/bb, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/bb>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"refreshSession","0x76","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/bb, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bb>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"sendBizRedPacket","0xda","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""pay_scene"":""Int"",""key_appbrand_from_path"":""String"",""result_jump_mode"":""String"",""EndTime"":""Long"",""key_appbrand_from_scene"":""String"",""SvrType"":""Int"",""BucketSrc"":""Long"",""key_appbrand_from_username"":""String"",""src_username"":""String"",""key_joint_pay"":""Boolean"",""scene"":""Int"",""paySign"":""String"",""key_qrcode_timeline_objid"":""String"",""key_qrcode_session_type"":""Int"",""appId"":""String"",""signType"":""String"",""key_qrcode_session_name"":""String"",""ExptId"":""Int"",""pay_for_wallet_type"":""Int"",""package"":""String"",""cookie"":""String"",""key_chat_type"":""Int"",""StartTime"":""Long"",""ext_info"":""String"",""reqKey"":""String"",""nonceStr"":""String"",""url"":""String"",""token"":""String"",""GroupId"":""Int"",""timeStamp"":""String"",""pay_code_scene"":""Int"",""businessScene"":""Int"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""pay_channel"":""Int"",""key_send_type"":""Int"",""partnerId"":""String"",""ExptSequence"":""Int"",""Key"":""String"",""payScene"":""Int""}"
"setBackgroundAudioState","0xa0","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/audio/t1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/t1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""src"":""String""}"
"createBLEConnection","0xb4","< Application, Lds0/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""mainThread"":""Boolean"",""connectionPriority"":""String"",""debug"":""Boolean"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""discoverDelay"":""Long"",""transport"":""String"",""doDiscover"":""Boolean"",""deviceId"":""String"",""GroupId"":""Int"",""autoConnect"":""Boolean"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String""}"
"chooseShareGroup","0x273","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/t4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/t4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""labelList"":""JSONArray"",""private"":""Boolean"",""userList"":""JSONArray"",""visible"":""Boolean"",""public"":""Boolean"",""invisible"":""Boolean"",""group"":""String""}"
"scanItem","0x365","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/j, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/j>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""data"":""String""}"
"getVolume","0x217","< Application, Lmu0/e0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/e0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"closeBLEConnection","0xb5","< Application, Lds0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""mainThread"":""Boolean"",""debug"":""Boolean"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""deviceId"":""String"",""GroupId"":""Int"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String""}"
"createDownloadTaskAsync","0x10d","< Application, Lmt0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lnt0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateWxappCGI","0x4a7","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/profile/l, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/l>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""uiCgi"":""Int"",""uri"":""String"",""username"":""String""}"
"updateXWebVoIPView","0x3a7","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lov0/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""viewId"":""Int""}"
"openFinderProfile","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/finder/e0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/e0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""username"":""String"",""GroupId"":""Int""}"
"removeStorage","0x62","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/storage/b0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/z>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""key"":""String"",""storageId"":""Int""}"
"reLaunch","0xaa","< Application, Lzt0/b0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/b0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""url"":""String""}"
"startGameLive","0x405","< Application, Lat0/m, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lat0/m>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""GroupId"":""Int"",""path"":""String"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""reportInfo"":""String"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String""}"
"openCard","0x3b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/p8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/p8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""cardList"":""String"",""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"postMessageToReferrerMiniProgram","0x51a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/x>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""extraData"":""""}"
"openSingleStickerView","0x4f5","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""GroupId"":""Int"",""emojiInfoBuf"":""String"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""md5"":""String""}"
"requestContactDisplayInfo","0x4e6","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/j0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/j0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""userHash"":""String"",""headUrl"":""String"",""nickname"":""String"",""userHashList"":""JSONArray""}"
"compressImage","0x210","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/media/g4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/g4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""src"":""String"",""compressedWidth"":""Int"",""compressedHeight"":""Int"",""quality"":""Int""}"
"modifyFinderAccountNickname","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/finder/w, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/w>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""signature"":""String"",""nickname"":""String"",""username"":""String""}"
"enableLocationUpdate","0x154","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/r>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""enableIndoor"":""Boolean"",""subKey"":""String"",""type"":""String""}"
"startFacialEncryptionVerify","0x4ed","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/i>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""checkAliveType"":""Int"",""requestVerifyPreInfo"":""String""}"
"openDeliveryList","0xf7","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/s8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""query"":""String""}"
"chooseLicensePlate","0x411","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/auth/w1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/w1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"installDownloadTaskForNative","0x292","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/o0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/o0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""appId"":""String"",""downloadId"":""Long""}"
"showShareMenuWithShareTicket","0xca","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/q0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/q0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openWeAppProfile","0x28a","< Application, Lpu0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lpu0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""exposeScene"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""GroupId"":""Int"",""sceneNote"":""String"",""scene"":""Int"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""username"":""String""}"
"openVideoEditor","0x2c1","< Application, Lju0/k, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lju0/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""buttonOptions"":""JSONArray"",""atempo"":""Double"",""minDuration"":""Int"",""bgmSrc"":""String"",""sdkParmas"":""JSONObject"",""filePath"":""String"",""needExtUrl"":""Boolean"",""chosenId"":""Int"",""videoSrc"":""String"",""wxaFilePath"":""String"",""audioMix"":""Boolean"",""title"":""String"",""editorParmas"":""JSONObject"",""toolBars"":""JSONArray"",""duration"":""Long"",""volume"":""Double"",""size"":""Long"",""editType"":""Int"",""thumbPath"":""String"",""maxDuration"":""Int"",""timeRange"":""JSONArray""}"
"batchGetContact","0x19a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/c4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/c4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""appIds"":""JSONArray""}"
"operateRecentUsageList","0x356","< Application, Lfu0/p, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lfu0/p>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""versionType"":""Int"",""actionType"":""Int"",""appId"":""String"",""username"":""String""}"
"setNavigateBackInterception","0x370","< Application, Lzt0/o0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/p0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""interception"":""Boolean"",""scopes"":""JSONArray"",""type"":""Int""}"
"bindGroup","0x36b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/m3, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/m3>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""signature"":""String"",""groupId"":""String"",""nonceStr"":""String""}"
